iter	Logloss
347	0.3602319782
348	0.3601483977
349	0.3599539767
350	0.3598291633
351	0.3595724642
352	0.3594716533
353	0.3594057105
354	0.3592842188
355	0.3592214049
356	0.3591220084
357	0.3588247406
358	0.3587161718
359	0.3586082673
360	0.3584013521
361	0.3582010591
362	0.3581480605
363	0.3579186429
364	0.3577141494
365	0.3574574074
366	0.3572199318
367	0.3570642793
368	0.356944202
369	0.3569083053
370	0.3568675652
371	0.3566472343
372	0.3564940035
373	0.35643584
374	0.3561816269
375	0.3559925637
376	0.3559345288
377	0.3557912848
378	0.355531371
379	0.3553948563
380	0.3552256381
381	0.3551670889
382	0.3549328922
383	0.3548177226
384	0.3546281879
385	0.3545698102
386	0.3545388854
387	0.3542594052
388	0.3541737031
389	0.3539283195
390	0.3537441211
391	0.3536317804
392	0.3535477285
393	0.3534893293
394	0.3533520859
395	0.3530765919
396	0.3529293403
397	0.3528268793
398	0.3527426773
399	0.3525842817
400	0.3524733768
401	0.3523607147
402	0.3522945361
403	0.3522152419
404	0.3521218889
405	0.3520949932
406	0.3520306362
407	0.3520006973
408	0.3519185313
409	0.3518417444
410	0.3516636323
411	0.3515406191
412	0.351477848
413	0.3513925745
414	0.3513086512
415	0.3510883631
416	0.3508952923
417	0.3507139442
418	0.3504612312
419	0.3503135295
420	0.3502745682
421	0.3500734394
422	0.3498897124
423	0.3496662311
424	0.349528152
425	0.3493577764
426	0.349300856
427	0.3492602659
428	0.3491035847
429	0.3489709061
430	0.3486673162
431	0.348348639
432	0.3482678017
433	0.3481852928
434	0.3481567254
435	0.3481003836
436	0.3479423523
437	0.3477740127
438	0.3476697086
439	0.3475556106
440	0.3474510922
441	0.3473238141
442	0.3472665508
443	0.3471697904
444	0.3471575105
445	0.3470481915
446	0.3468898173
447	0.3468134162
448	0.3467894993
449	0.346545573
450	0.3465202417
451	0.3463807481
452	0.3461431653
453	0.346011644
454	0.3458747864
455	0.3457012605
456	0.345374911
457	0.3451870908
458	0.3451562946
459	0.3451091895
460	0.344992434
461	0.3448031136
462	0.3446896799
463	0.3445511721
464	0.3445146539
465	0.3444290804
466	0.3442723349
467	0.3441571868
468	0.3441395492
469	0.3439611799
470	0.343854197
471	0.3436756991
472	0.343607056
473	0.3433422989
474	0.3430558965
475	0.3429935541
476	0.3428400875
477	0.3428232
478	0.3426847565
479	0.3424788914
480	0.3422989149
481	0.3422055405
482	0.342126932
483	0.3419900958
484	0.3419231672
485	0.3418500236
486	0.3417215454
487	0.3417033078
488	0.3415351611
489	0.3413445976
490	0.3411711575
491	0.3409224735
492	0.3408446151
493	0.3406968706
494	0.3404697032
495	0.3403690638
496	0.3402871335
497	0.3401409106
498	0.340034742
499	0.3399769858
500	0.3397933231
501	0.3396253264
502	0.3394251191
503	0.339222983
504	0.3391305731
505	0.3390431351
506	0.3389793996
507	0.3388778172
508	0.3387736203
509	0.3386527929
510	0.33847991
511	0.3384215537
512	0.3382989048
513	0.3382462062
514	0.3381096486
515	0.3380371694
516	0.3379513173
517	0.3379059695
518	0.3378563356
519	0.3378406053
520	0.3376840741
521	0.3375596036
522	0.3373927427
523	0.3373887566
524	0.3372686579
525	0.3371760765
526	0.3370566636
527	0.3369976858
528	0.3368618569
529	0.3367268209
530	0.3365754331
531	0.3364411901
532	0.3362062004
533	0.3361221271
534	0.3360211019
535	0.3357674031
536	0.3356645348
537	0.3355741822
538	0.3353810042
539	0.3352886371
540	0.3352283092
541	0.3352020564
542	0.3350968522
543	0.3349598231
544	0.3348347953
545	0.3346901154
546	0.3346662843
547	0.3344246511
548	0.3343360558
549	0.3343253189
550	0.3339372699
551	0.3338586186
552	0.3336948866
553	0.3335796313
554	0.3335307689
555	0.3333606934
556	0.3332974723
557	0.3332036479
558	0.3328634755
559	0.3327892603
560	0.3326186919
561	0.3324952929
562	0.3323823307
563	0.3322289713
564	0.3321655359
565	0.3321026577
566	0.3319218025
567	0.3318265851
568	0.3317386327
569	0.331600575
570	0.3315262312
571	0.3313842516
572	0.3312033321
573	0.3310767613
574	0.331030042
575	0.3307952024
576	0.3305123147
577	0.330446179
578	0.3301052565
579	0.3299674345
580	0.3298582441
581	0.3298378419
582	0.3296675093
583	0.3295667413
584	0.3294049381
585	0.3293529468
586	0.3292825677
587	0.329248214
588	0.3290857465
589	0.3290316121
590	0.3290147031
591	0.3289261079
592	0.328699862
593	0.3285654475
594	0.3284308401
595	0.3283717552
596	0.3283165921
597	0.3282850244
598	0.3282739446
599	0.3281309364
600	0.3280407123
601	0.3280044941
602	0.3278415551
603	0.3277866921
604	0.3277270714
605	0.3276596069
606	0.3274656146
607	0.3273696471
608	0.3272737653
609	0.3272605853
610	0.3270833733
611	0.3269305068
612	0.3267872414
613	0.3267009178
614	0.3265312281
615	0.3264332032
616	0.3263866982
617	0.3262507192
618	0.3262137081
619	0.3261491583
620	0.3257788326
621	0.3257229409
622	0.3257221693
623	0.3256642202
624	0.3255271912
625	0.3253633949
626	0.3252716493
627	0.3252437892
628	0.3251662308
629	0.3249031667
630	0.3247287622
631	0.3246434244
632	0.3244221291
633	0.3242901148
634	0.3241228254
635	0.3240980298
636	0.3238989155
637	0.3238593755
638	0.3237173102
639	0.3236785632
640	0.3235835386
641	0.3235395624
642	0.3233903606
643	0.3232455521
644	0.3231277894
645	0.3229378261
646	0.3228869063
647	0.3228383868
648	0.3227040794
649	0.3225414405
650	0.3224612247
651	0.3223423904
652	0.3221003929
653	0.3220260706
654	0.3219114796
655	0.3217966315
656	0.3217500837
657	0.3216968065
658	0.3216460153
659	0.3215354105
660	0.3214155476
661	0.3213502262
662	0.3212941202
663	0.3211768075
664	0.3211425181
665	0.3209452468
666	0.320780379
667	0.3206595303
668	0.32059078
669	0.3204941482
670	0.3204190544
671	0.3203543759
672	0.3201470536
673	0.3200793106
674	0.3199238938
675	0.3197674483
676	0.3195862502
677	0.319424147
678	0.3193787564
679	0.3193447027
680	0.3193240005
681	0.319066037
682	0.3189863355
683	0.318960747
684	0.3187935218
685	0.3186881248
686	0.3186055301
687	0.3185375085
688	0.3185111057
689	0.3184419696
690	0.3182768661
691	0.3180046939
692	0.3178301179
693	0.317670415
694	0.317549009
695	0.3173325785
696	0.3172673429
697	0.3170838088
698	0.3169762901
699	0.3169062968
700	0.3167511586
701	0.3166608918
702	0.3164881588
703	0.3164334029
704	0.3163982991
705	0.3162225873
706	0.316182083
707	0.3160984597
708	0.3160418821
709	0.315935885
710	0.315881472
711	0.3157717244
712	0.3156997595
713	0.3156219654
714	0.3155799609
715	0.315443789
716	0.3153493003
717	0.3153066099
718	0.3152609622
719	0.3149651731
720	0.3148794281
721	0.3147818319
722	0.314653118
723	0.3145940545
724	0.3144600257
725	0.3142671049
726	0.3141784668
727	0.314085371
728	0.3139902179
729	0.3137613361
730	0.3136846992
731	0.3136507956
732	0.3135268608
733	0.313491907
734	0.3134760053
735	0.3134152916
736	0.3133529492
737	0.3132923212
738	0.3132490094
739	0.3131205527
740	0.3131015649
741	0.3129434693
742	0.3127163233
743	0.3125625353
744	0.3124075043
745	0.3123485694
746	0.3122094401
747	0.312167907
748	0.3119383394
749	0.311840936
750	0.3117390965
751	0.3116043819
752	0.3114765039
753	0.3114020101
754	0.3113298738
755	0.3112737677
756	0.31118888
757	0.311161127
758	0.310921444
759	0.3108031669
760	0.3106745388
761	0.3105026631
762	0.3104303553
763	0.3103141999
764	0.3101807712
765	0.3099839928
766	0.3099355376
767	0.3098730023
768	0.3097268651
769	0.3096494996
770	0.3096128314
771	0.3095342015
772	0.3094051018
773	0.3093210928
774	0.3091665547
775	0.3090536139
776	0.3089471024
777	0.3088534494
778	0.3086593285
779	0.3085825845
780	0.3084926605
781	0.3083848417
782	0.3083715117
783	0.3082533633
784	0.3081776265
785	0.3081032614
786	0.3079216346
787	0.3077511734
788	0.3076997607
789	0.3076881237
790	0.3075414936
791	0.3074848304
792	0.3074647711
793	0.3073430651
794	0.3072520052
795	0.307094874
796	0.30701783
797	0.3068577627
798	0.3067633811
799	0.3067380927
800	0.3066468828
801	0.3065785183
802	0.3064210013
803	0.3061833114
804	0.3060598052
805	0.3059528651
806	0.3057805608
807	0.3057247548
808	0.3057196114
809	0.3055613228
810	0.3054211863
811	0.3052221577
812	0.3051686233
813	0.3050603116
814	0.3049945188
815	0.3046937364
816	0.3044138276
817	0.3042820491
818	0.3041096805
819	0.3039206173
820	0.3037483987
821	0.3036733692
822	0.3034643323
823	0.3031724651
824	0.303146598
825	0.3030079402
826	0.3029018359
827	0.3028185984
828	0.3027507268
829	0.3026432509
830	0.3025354964
831	0.3024061396
832	0.302350505
833	0.3020993565
834	0.301948183
835	0.301790216
836	0.3016536155
837	0.3015002776
838	0.3014615734
839	0.3013880655
840	0.301295034
841	0.3012066959
842	0.3009360667
843	0.3008028523
844	0.3006521289
845	0.3005464104
846	0.3004757313
847	0.3004230328
848	0.3003640764
849	0.3003129638
850	0.300181271
851	0.2999202857
852	0.29964267
853	0.2994864603
854	0.2993664688
855	0.2992432841
856	0.2992161954
857	0.2991862779
858	0.2991126628
859	0.2990686652
860	0.298974155
861	0.2989341221
862	0.2987615392
863	0.2986247888
864	0.2985407369
865	0.2985139911
866	0.2984546276
867	0.2983809268
868	0.2983228705
869	0.2982849164
870	0.2981842984
871	0.2981299497
872	0.2979639889
873	0.2978525483
874	0.2977306709
875	0.297611558
876	0.2975559449
877	0.2975030749
878	0.2974457259
879	0.2973492869
880	0.2972170798
881	0.2971198478
882	0.2969761752
883	0.2966318881
884	0.2964803931
885	0.2962701562
886	0.2962284302
887	0.29613392
888	0.2959884686
889	0.295747907
890	0.2956381594
891	0.2954493319
892	0.2953846106
893	0.2953100097
894	0.2952338872
895	0.2951042304
896	0.2950827781
897	0.2948118488
898	0.2946577608
899	0.2946092413
900	0.2945057301
901	0.294378945
902	0.2943109448
903	0.2942879923
904	0.2941991827
905	0.2940985862
906	0.2940681115
907	0.2937578351
908	0.2936566599
909	0.2935615282
910	0.2935413403
911	0.2934717328
912	0.2933631211
913	0.2933265815
914	0.2932677751
915	0.2931363395
916	0.2929768294
917	0.2927394824
918	0.2925599345
919	0.2923873516
920	0.2923508976
921	0.292206925
922	0.2921316168
923	0.2920916268
924	0.2919963451
925	0.2919416963
926	0.291898706
927	0.2916795323
928	0.291612818
929	0.2914784249
930	0.2913352452
931	0.2912811965
932	0.2912758602
933	0.2911111639
934	0.2909645981
935	0.2908766243
936	0.2907888005
937	0.2907613047
938	0.2906774457
939	0.2905118707
940	0.290321993
941	0.2901234573
942	0.2900180174
943	0.2898804311
944	0.2898315258
945	0.2897143418
946	0.2895193421
947	0.2894663436
948	0.2893355295
949	0.2892899674
950	0.2892027008
951	0.2890242244
952	0.2889557313
953	0.2888269103
954	0.2887712329
955	0.2886320821
956	0.2885373148
957	0.2883931064
958	0.2882698145
959	0.2882186375
960	0.2881653604
961	0.2881032537
962	0.2879569664
963	0.2877781472
964	0.2876946096
965	0.2875985349
966	0.2873294273
967	0.2872900373
968	0.287040539
969	0.2868549476
970	0.2867742174
971	0.286578232
972	0.2865201757
973	0.2864464749
974	0.2863368774
975	0.2863115032
976	0.2861210255
977	0.2860402954
978	0.2857772741
979	0.2857279617
980	0.2856949795
981	0.2856462029
982	0.2855931829
983	0.2855605865
984	0.2854526177
985	0.2853851961
986	0.2851978259
987	0.2850239786
988	0.2849584215
989	0.2848938503
990	0.2848267287
991	0.28471966
992	0.284653953
993	0.2845152094
994	0.2844420872
995	0.2843735513
996	0.2842366937
997	0.2841332682
998	0.2840207132
999	0.2839913315
